ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"2042","Knightinkarma","#BlackLivesMatter",2020-08-31 18:43:20.0,"Im going to be bluntIm not sacrificing BlackLivesMatter my freedom civil liberties or life for your pollsAddress the ACTUAL problemDo I have to spell out the actual problem for youThe inconvenience of our struggle is just something youre going to have to bear", "0"
"2043","ValentinoLaQue4","#BlackLivesMatter",2020-08-31 18:43:13.0,"Anger in Kenosha BlackLivesMatter you may have some major agitators A possible distraction to cause enough chaos to kill a few people USNationalGuard", "0"
"2044","UncleStan12345","#BlackLivesMatter",2020-08-31 18:43:10.0,"RT UncleStan12345 Good morning I hope everyone has amazing Monday and productive work week Except for the cops who murdered Breonna Tay", "0"
"2045","RousseauRick","#BlackLivesMatter",2020-08-31 18:43:06.0,"RT jakkiisaid I stand with TedWheeler BlackLivesMatter TrumpsAmerica ", "0"
"2046","ArmanTheDoll","#BlackLivesMatter",2020-08-31 18:43:05.0,"Adele supporting BlackLivesMatter here Jamaican Queen  ", "0"
"2047","pastexpiry","#BlackLivesMatter",2020-08-31 18:42:55.0,"Karl0tto AmySiskind theresistor BlackLivesMatter does not give 2 shits about the 995 of blacks killed by citizens  A very ineffective approach and a very marxist movement if you would bother reading their website", "0"
"2048","Spiral_Joe","#BlackLivesMatter",2020-08-31 18:42:55.0,"RT MoistTalkers Hello blaseball fans Want to display this loud and proud Were making this into a sticker Itll be available later t", "0"
"2049","laura1865s","#BlackLivesMatter",2020-08-31 18:42:53.0,"malcolmbarrett There is missing the point completely  then there is whatever extra level this person is going for BlackLivesMatter because they do Its not that a hard of a concept ", "0"
"2050","Nick_and_Grace_","#BlackLivesMatter",2020-08-31 18:42:51.0,"RT johnnah2000 WeAreAllOther ProjectLincoln LBJ in addressing Congress about the Voting Rights ActTheir cause must be our cause too", "0"
"2051","ShearinViveca","#BlackLivesMatter",2020-08-31 18:42:41.0,"RT WalkingInAustin If you promote BlackLivesMatter you MUST live up to it  that includes not perpetuating the stealing of marginaliz", "0"
"2052","SandruSom","#BlackLivesMatter",2020-08-31 18:42:40.0,"No surprise rolandsmartin JoyAnnReid ProjectLincoln   realDonaldTrump and the GOP GOPChairwoman  are lying about police officers being assaulted by BlackLivesMatter protesters Those photos Foreign Police officers ", "0"
"2053","OG_BOSSCAT","#BlackLivesMatter",2020-08-31 18:42:39.0,"RT blmtokyojp Harmonic Wavelength is a free online music event that celebrates Black musicians by aiming to amplify their voices in Jap", "0"
"2054","lightfall_lucie","#BlackLivesMatter",2020-08-31 18:42:38.0,"BlackLivesMatter  en AntifaTerrorists What a joke The odds are no longer in your favor Thank God ", "0"
"2055","KateCantrell","#BlackLivesMatter",2020-08-31 18:42:34.0,"Washington DC DCprotest DCprotests BlackLivesMatter BlackLivesMatterDC ", "0"
"2056","deannie100","#BlackLivesMatter",2020-08-31 18:42:30.0,"RT Djeneration RETWEET if you are white and you support BlackLivesMatter and if you do thank you", "0"
"2057","ShearinViveca","#BlackLivesMatter",2020-08-31 18:42:29.0,"RT WalkingInAustin FeiwelFriends publishing Jordan Marie Greens Dancing with Fire is appropriation A white woman stealing a Hawaiian", "0"
"2058","ThespianFists","#BlackLivesMatter",2020-08-31 18:42:22.0,"RT OpFDouglass We must honor their memory by always honoring them in this fight towards a more just societyTheir legacy lives on in a", "0"
"2059","RyanEstis","#BlackLivesMatter",2020-08-31 18:42:12.0,"This year has reminded all of us of the power of Dr Martin Luther Kings message In this 12Geniuses Leadership Moment hear the story of how Dr Kings most famous speech was almost something else entirely BlackLivesMatter ", "0"
"2060","CookOana","#BlackLivesMatter",2020-08-31 18:42:12.0,"Wow Thats some next level antiracism there Theyve clearly done the work BlackLivesMatter ", "0"
"2061","harpsicordelia","#BlackLivesMatter",2020-08-31 18:42:11.0,"Having a BlackLivesMatter sign in your window while helping silenced outraged voices is the same type of shit as I cant be racist I have black friends Its the I did the bare performative minimum so wheres my cookie bullshit ", "0"
"2062","bltyoga","#BlackLivesMatter",2020-08-31 18:42:10.0,"So powerful BlackLivesMatter ", "0"
"2063","Heavyweighthype","#BlackLivesMatter",2020-08-31 18:42:04.0,"Drone View My city did the blacklivesmatter Ground Painting blm  ", "0"
"2064","elenag245","#BlackLivesMatter",2020-08-31 18:41:47.0,"Ewww anyone defending Kyle is a whole different type of breedI said it BLM BLMprotest BlackLivesMatter ", "0"
"2065","AllyshipBot","#BlackLivesMatter",2020-08-31 18:41:47.0,"RT kittehv1876 Use your platform Continue to use peaceful protest as a means for progress Sports are a reward for society We do not de", "0"
"2066","Julianyc422Shaw","#BlackLivesMatter",2020-08-31 18:41:44.0,"Watch RNC 2020  Kenosha Last Week Tonight with John Oliver HBO on YouTube  WeWillVote WeThePeople BlackLivesMatter BlackJoy  jeanguerre read", "0"
"2067","AmyWilsonGA","#BlackLivesMatter",2020-08-31 18:41:43.0,"RT jasondogwood People fear if they do accept the reality of racism  homophobia in this country the world they cling to will implode bu", "0"
"2068","MYGREYGARDENS","#BlackLivesMatter",2020-08-31 18:41:41.0,"FranklinGraham YOUR NOT TOO WELL VIELED racist COMMENT HAS NOT GONE UNNOTICED ASHOLE  BlackLivesMatter TrumpIsALaughingStock", "0"
"2069","jodieturner_ns","#BlackLivesMatter",2020-08-31 18:41:39.0,"RAWnGreen is tellin it once again Indigenous MMIWG  BlackLivesMatter NSPoli ", "0"
"2070","DJConniption","#BlackLivesMatter",2020-08-31 18:41:38.0,"RT catquotingseer Hell yeah they do Oakland BlackLivesMatter", "0"
"2071","ryanpaulwarren","#BlackLivesMatter",2020-08-31 18:41:37.0,"Peaceful protestors demonstrating their oppression in AmericaBlackLivesMatter Antifa ", "0"
"2072","emedia_tru","#BlackLivesMatter",2020-08-31 18:41:35.0,"It will come to your neighborhood eventually Subversion is real vote AmericaWalkAway WakeUpAmerica BlackLivesMatter BackTheBlue", "0"
"2073","Nirvanagray1","#BlackLivesMatter",2020-08-31 18:41:29.0,"How are you making a difference today  instagram momtruckerresellerhustler facebook ebayseller inspiration motivation blacklivesmatter poshmarkseller poshmarkcommunity poshmarkcloset ", "0"
"2074","Njeanous","#BlackLivesMatter",2020-08-31 18:41:27.0,"So Andrea as mitchellreports if the APPROVAL of the BlackLivesMatter  Movement in Wisconsin has dropped so markedly WHY does the Governor there NOT Want the POTUS who Hates BLM to Avoid visiting the State Ask SteveKornacki that", "0"
"2075","soozeesays","#BlackLivesMatter",2020-08-31 18:41:26.0,"Dear white people in the US Black Lives Matter means sharing whiteskin status with black brown and indigenous people of color BIPOC Be patient with them They dont want your stuff They want your empathy BlackLivesMatter BLM", "0"
"2076","PugDad3980","#BlackLivesMatter",2020-08-31 18:41:23.0,"Im American Im white Im outraged BlackLivesMatter ", "0"
"2077","eruditepark","#BlackLivesMatter",2020-08-31 18:41:20.0,"It is so unfortunate that youre on and on about how BlackLivesMatter yet youre always buying hair and fixing wigs", "0"
"2078","PHLSatUH","#BlackLivesMatter",2020-08-31 18:41:19.0,"RT UHCOE Speak up Together we are strong ThirdWard BlackLivesMatter ", "0"
"2079","PatrickTanahan","#BlackLivesMatter",2020-08-31 18:41:16.0,"Brand new episode of TheFounderHour with opalayo cofounder of BlackLivesMatter out now", "0"
"2080","FreddyP17934146","#BlackLivesMatter",2020-08-31 18:41:14.0,"RT aubreyhuff Hey MLB players stop bowing down to the mob  take your game back from the BlackLivesMatter evil organization ", "0"
"2081","WandS_Headlines","#BlackLivesMatter",2020-08-31 18:41:12.0,"DallasStars CEO  Were Losing Customers for Supporting BlackLivesMatter ", "0"
"2082","Janz4","#BlackLivesMatter",2020-08-31 18:41:10.0,"Stranger2053 andeh18 JRubinBlogger Brandishing weapons against BlackLivesMatter  supporters they knew were LEGALLY USING PUBLIC STREET to WALK PAST their houseBlackLivesMatter  BidenHarris2020Landslide", "0"
"2083","JohnathanPerk","#BlackLivesMatter",2020-08-31 18:41:09.0,"I keep prewritten responses to dumb race arguments in my notes app All lives matter violence in Chicago Websters whitewashed definition of racism comply w police so they dont murder you etc etc Its all in there Gotta work smarter to keep up w 2020 BlackLivesMatter", "0"
"2084","AlyciaRamirez3","#BlackLivesMatter",2020-08-31 18:41:08.0,"2 And theres more This officers page is full of violent anti BlackLivesMatter content ", "0"
"2085","JonesytheDefau1","#BlackLivesMatter",2020-08-31 18:41:08.0,"Fun factThe FIRST NonJewish converted Christian was an Ethiopian black man I think that really says a lot about our society today We need to remember that and value that BlackLivesMatter", "0"
"2086","khrestinin","#BlackLivesMatter",2020-08-31 18:41:08.0,"Watch and listen to my new podcast The Khrestinin Connection  How To Be An AntiRacist  podcasts racism Antifa BlackLivesMatter", "0"
"2087","apieceofenergy","#BlackLivesMatter",2020-08-31 18:41:04.0,"Its the least we can do BlackLivesMatter TransLivesMatter Indigenousrightsmatter Start fucking acting like it", "0"
"2088","OWS_Pod","#BlackLivesMatter",2020-08-31 18:41:02.0,"Its All Out week Get hyped for AEWs flagship PPV by checking out our latest episodeBlackLivesMatterHappyWrestlingAEWAllOutAEWAEWDynamite", "0"
"2089","LWhite79314852","#BlackLivesMatter",2020-08-31 18:41:00.0,"Exposing the Shocking Truth of BlackLivesMatter Preview  Glenn TV  via YouTube", "0"
"2090","PetraHe15080935","#BlackLivesMatter",2020-08-31 18:41:00.0,"RT revclubchi Voidee with the Revolution Club Chicago warns about what a threat to BlackLivesMatter  the fascist TrumpPence regime will", "0"
"2091","dubie1151","#BlackLivesMatter",2020-08-31 18:41:00.0,"atrupar MichaelWinship But youre dead along with 184k and counting TruthMatters MeToo BlackLivesMatter TheResistance EnoughIsEnough", "0"
"2092","MansaRamTudu3","#BlackLivesMatter",2020-08-31 18:40:58.0,"We must justiceBlackLivesMatter realDonaldTrump IvankaTrump", "0"
"2093","riqopremier","#BlackLivesMatter",2020-08-31 18:40:56.0,"Time to track this guy down and put him behind bars for attempted murder If you click on the thread youll see that the individual who originally posted this video on Instagram used the hashtags WhiteLivesDoNotMatter and BlackLivesMatter Wow Hatecrime BLMTerrrorists ", "0"
"2094","kevin_shart","#BlackLivesMatter",2020-08-31 18:40:53.0,"DonaldJTrumpJr Yes Keep up the great work Junior I love the rhetoric lack of common sense vitriol and violence America has existed long enough We need hate intolerance greed and anarchy to speed up her downfall I love it Trump Biden MAGA BlackLivesMatter ", "0"
"2095","that1Shawniam","#BlackLivesMatter",2020-08-31 18:40:47.0,"RT Robandslimshow What an amazing man RIPChadBoseman BlackPanther BlackLivesMatter ", "0"
"2096","InLibertyVictor","#BlackLivesMatter",2020-08-31 18:40:43.0,"RT EmancipateCleve Join us tonight at 630pm for a peaceful demonstration to say Black lives matter in our city EmancipateCleveland Mo", "0"
"2097","CaptainColumbia","#BlackLivesMatter",2020-08-31 18:40:36.0,"BlackLivesMatter so sad you condemn others in the past who are deceased by todays 2020 vision Everyone and everything will come up short compared to todays standards Dont judge those you dont even know Riots StopIt LearnFromHistory", "0"
"2098","wilbursbarn","#BlackLivesMatter",2020-08-31 18:40:34.0,"NBCNews What a weasel For months hes supported the stealing burning assaulting mob Black lives dont matter to Democrats  black votes do BlackLivesMatter", "0"
"2099","BLACKTABLE_SHOP","#BlackLivesMatter",2020-08-31 18:40:27.0,"Impact is eternal You maximize that impact by living in your purpose mondaymotivation chadwickboseman wakandaforever ripchadwickboseman blackbusinessmatter blackownedbusiness blacklivesmatter  collegestudents studentbusiness supportblackbusinesses ", "0"
"2100","Don_K_Williams","#BlackLivesMatter",2020-08-31 18:40:21.0,"Very succinctly stated BlackLivesMatter ", "0"
"2101","RonJFlemming","#BlackLivesMatter",2020-08-31 18:40:17.0,"ladygaga HOPING FOR BEAUTY ArianaGrande HE PEERS INTO THE MASK chadwickboseman BlackPanther BlackLivesMatter THANKS For BEING YOU", "0"
"2102","BachBone42","#BlackLivesMatter",2020-08-31 18:40:14.0,"Americans Are Fleeing DemocRAT Cities Because of the BlackLivesMatter AntifaDomesticTerrorists DemocratsAreDestroyingAmerica ", "0"
"2103","boblea21","#BlackLivesMatter",2020-08-31 18:40:11.0,"RT DavidFurnessGB Patrisse Cullors cofounder of BlackLivesMatter has called upon all of Hollywood to go on strikeWhat a good idea", "0"
"2104","unperturbable","#BlackLivesMatter",2020-08-31 18:40:10.0,"Valerie98427468 BillKristol Stacia Brightmons full speech becauseBlackLivesMatter BLM ", "0"
"2105","762x3","#BlackLivesMatter",2020-08-31 18:40:09.0,"RT ConservaMomUSA BlackLivesMatter ONLY matter when it fits the narrative of a white copman killing a black manblack on black crime i", "0"
"2106","catquotingseer","#BlackLivesMatter",2020-08-31 18:40:04.0,"Hell yeah they do Oakland BlackLivesMatter ", "0"
"2107","BarkleyIrons","#BlackLivesMatter",2020-08-31 18:40:03.0,"BlackLivesMatter And will always matter ", "0"
"2108","JeanannBogar","#BlackLivesMatter",2020-08-31 18:40:02.0,"ChrisCuomo How can trumps minions call themselves American Patriots When they clearly hate Americans BlackLivesMatter VoteBlue2020", "0"
"2109","freckledlib","#BlackLivesMatter",2020-08-31 18:40:01.0,"UMichFootball No Justice No Peace BlackLivesMatter GoBlue", "0"
"2110","Janz4","#BlackLivesMatter",2020-08-31 18:39:58.0,"glennapark wcjames63 JRubinBlogger Brandishing weapons against BlackLivesMatter  supporters they knew were LEGALLY USING PUBLIC STREET to WALK PAST their houseBlackLivesMatter  BidenHarris2020Landslide", "0"
"2111","RaikesFdn","#BlackLivesMatter",2020-08-31 18:39:55.0,"The BlackLivesMatter movement represents the Civil Rights movement of our time That is why we are proud to announce our new Black Leadership  Power Fund to leverage communitybased organizing rooted in Black leadership to continue our fight for justice and equity", "0"
"2112","_pnwpdx","#BlackLivesMatter",2020-08-31 18:39:54.0,"RT BParsonPNW BlackLivesMatter is a terror group that needs to be treated the same way we treat all enemies foreign and domestic blm", "0"
"2113","rashadisms","#BlackLivesMatter",2020-08-31 18:39:53.0,"Inspired and invigorated by the energy from this visit to DC Keep going Keep fighting  BlackLivesMatterDC blm BlackLivesMatter dosomething getinvolved donate vote registertovote ", "0"
"2114","ToddBohannon","#BlackLivesMatter",2020-08-31 18:39:52.0,"WholeFoods is advising managers 2 talk about donations the supermarket chain  its parent Amazon have given 2 various social justice groups while enforcing dress code policies that ban BlackLivesMatter slogans on uniforms or face masks  ", "0"
"2115","DRyanRieux","#BlackLivesMatter",2020-08-31 18:39:49.0,"I WILL NO LONGER REMAIN SILENT BlackLivesMatter Stomp out SystemicRacism now ", "0"
"2116","marktsneed","#BlackLivesMatter",2020-08-31 18:39:45.0,"Leonard Fournette welcome to the NFL Here RBs are undervalued MondayMotivation mondaythoughts MondayVibes WritingCommunity BlackLivesMatter justiceforGeorgeFloyd JusticeForBreonnaTaylor racialjustice socialjustice NFL ", "0"
"2117","triangledei","#BlackLivesMatter",2020-08-31 18:39:29.0,"Learn how your company can empower honest conversations that lead to positive change Join us for a virtual CourageousConversation on Sept 9 and hear from BlackLivesMatter Cocreator opalayo  ", "0"
"2118","name51932321","#BlackLivesMatter",2020-08-31 18:39:25.0,"This is BlackLivesMatter ", "0"
